[vite] connecting... client:743:9
[vite] connected. client:866:15
[2025-04-06T03:08:01.709Z] [INFO] main.ts executing... logger.ts:61:15
[2025-04-06T03:08:01.709Z] [INFO] main.ts finished initial execution. logger.ts:61:15
[2025-04-06T03:08:01.712Z] [INFO] DOM fully loaded. logger.ts:61:15
[2025-04-06T03:08:01.712Z] [INFO] Initializing game... logger.ts:61:15
[2025-04-06T03:08:01.712Z] [INFO] [Game] Constructing instance... logger.ts:61:15
[2025-04-06T03:08:01.713Z] [INFO] [RendererFacade] Constructing... logger.ts:61:15
[2025-04-06T03:08:01.713Z] [DEBUG] [ScreenBuffer] Instance created. logger.ts:58:15
[2025-04-06T03:08:01.713Z] [DEBUG] [DrawingContext] Instance created. logger.ts:58:15
[2025-04-06T03:08:01.713Z] [INFO] [PerlinNoise] Initializing instance with seed: "haunting beauty_nebula" logger.ts:61:15
[2025-04-06T03:08:01.713Z] [INFO] [PerlinNoise:haunting beauty_nebula] Instance created and PRNG seeded. logger.ts:61:15
[2025-04-06T03:08:01.713Z] [INFO] [NebulaRenderer] Initialized with seed "haunting beauty_nebula" and 3 base colors. logger.ts:61:15
[2025-04-06T03:08:01.714Z] [DEBUG] [StatusBarUpdater] Instance created. logger.ts:58:15
[2025-04-06T03:08:01.715Z] [DEBUG] [StatusBarUpdater.updateMaxChars] Status bar max chars estimated: 1050 logger.ts:58:15
[2025-04-06T03:08:01.716Z] [DEBUG] [SceneRenderer] Instance created. logger.ts:58:15
[2025-04-06T03:08:01.716Z] [INFO] [RendererFacade] All components instantiated. logger.ts:61:15
[2025-04-06T03:08:01.716Z] [DEBUG] [RendererFacade.fitToScreen] Adjusting... logger.ts:58:15
[2025-04-06T03:08:01.716Z] [INFO] [ScreenBuffer.updateDimensions] Dimensions updated: Grid=180x90, CharSize=16.0x16.0px logger.ts:61:15
[2025-04-06T03:08:01.716Z] [INFO] [ScreenBuffer.initBuffers] Initializing buffers for 180x90 grid (16200 cells) logger.ts:61:15
[2025-04-06T03:08:01.717Z] [DEBUG] [ScreenBuffer.initBuffers] Buffers initialized. logger.ts:58:15
[2025-04-06T03:08:01.717Z] [DEBUG] [StatusBarUpdater.updateMaxChars] Status bar max chars estimated: 1047 logger.ts:58:15
[2025-04-06T03:08:01.717Z] [DEBUG] [NebulaRenderer.clearCache] Clearing nebula color cache. logger.ts:58:15
[2025-04-06T03:08:01.717Z] [INFO] [RendererFacade.fitToScreen] Resized complete. Grid: 180x90 logger.ts:61:15
[2025-04-06T03:08:01.717Z] [INFO] [RendererFacade] Construction complete. logger.ts:61:15
[2025-04-06T03:08:01.717Z] [INFO] Player initialized. Start World: [0, 0], Char: @, Credits: 1000, Fuel: 500/500, Cargo Cap: 100 logger.ts:61:15
[2025-04-06T03:08:01.717Z] [DEBUG] [InputManager] Instance created. logger.ts:58:15
[2025-04-06T03:08:01.717Z] [DEBUG] [InputManager] Key to action map built: {} logger.ts:58:15
[2025-04-06T03:08:01.717Z] [INFO] [GameStateManager] Initialized. Initial state: 'hyperspace' logger.ts:61:15
[2025-04-06T03:08:01.717Z] [DEBUG] [ActionProcessor] Instance created. logger.ts:58:15
[2025-04-06T03:08:01.717Z] [DEBUG] [Game] Handling window resize... logger.ts:58:15
[2025-04-06T03:08:01.717Z] [DEBUG] [RendererFacade.fitToScreen] Adjusting... logger.ts:58:15
[2025-04-06T03:08:01.718Z] [DEBUG] [ScreenBuffer.updateDimensions] CharSize updated: 16.0x16.0px (Grid size unchanged) logger.ts:58:15
[2025-04-06T03:08:01.718Z] [DEBUG] [StatusBarUpdater.updateMaxChars] Status bar max chars estimated: 1047 logger.ts:58:15
[2025-04-06T03:08:01.718Z] [DEBUG] [NebulaRenderer.clearCache] Clearing nebula color cache. logger.ts:58:15
[2025-04-06T03:08:01.718Z] [INFO] [RendererFacade.fitToScreen] Resized complete. Grid: 180x90 logger.ts:61:15
[2025-04-06T03:08:01.718Z] [INFO] [Game] Instance constructed. Seed: "haunting beauty", Initial State: 'hyperspace' logger.ts:61:15
[2025-04-06T03:08:11.604Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:11.604Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:11.621Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:11.622Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:11.633Z] [DEBUG] --- Raw KeyDown Received: key='ArrowDown' code='ArrowDown' --- logger.ts:58:15
[2025-04-06T03:08:11.633Z] [DEBUG] --- iSlistening passed... logger.ts:58:15
[2025-04-06T03:08:11.634Z] [DEBUG] [InputManager] Keydown registered: ArrowDown (Shift: false, Ctrl: false) logger.ts:58:15
[2025-04-06T03:08:11.634Z] [DEBUG] >>> KeyDown Mapped Action for 'arrowdown': MOVE_DOWN logger.ts:58:15
[2025-04-06T03:08:11.634Z] [DEBUG] >>> KeyDown Activating Action: MOVE_DOWN logger.ts:58:15
[2025-04-06T03:08:11.634Z] [DEBUG] >>> KeyDown: Added 'MOVE_DOWN' to justPressedActions. Current justPressed: [MOVE_DOWN] logger.ts:58:15
[2025-04-06T03:08:11.634Z] [DEBUG] >>> KeyDown: Prevented default for mapped key 'ArrowDown' logger.ts:58:15
[2025-04-06T03:08:11.638Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [MOVE_DOWN] logger.ts:61:15
[2025-04-06T03:08:11.638Z] [DEBUG] Player moved SYSTEM: [-1411796,1882394] -> [-1411796,1887394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:11.638Z] [DEBUG] Player direction changed: ^ -> v logger.ts:58:15
[2025-04-06T03:08:11.638Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:11.641Z] [DEBUG] [ScreenBuffer.renderDiff] Completed: 1 cells drawn in 1.00 ms logger.ts:58:15
[2025-04-06T03:08:11.654Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:11.654Z] [DEBUG] Player moved SYSTEM: [-1411796,1887394] -> [-1411796,1892394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:11.655Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:11.672Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:11.672Z] [DEBUG] Player moved SYSTEM: [-1411796,1892394] -> [-1411796,1897394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:11.672Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:11.688Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:11.688Z] [DEBUG] Player moved SYSTEM: [-1411796,1897394] -> [-1411796,1902394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:11.688Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:11.705Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:11.705Z] [DEBUG] Player moved SYSTEM: [-1411796,1902394] -> [-1411796,1907394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:11.705Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:11.721Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:11.721Z] [DEBUG] Player moved SYSTEM: [-1411796,1907394] -> [-1411796,1912394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:11.721Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:11.738Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:11.738Z] [DEBUG] Player moved SYSTEM: [-1411796,1912394] -> [-1411796,1917394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:11.739Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:11.754Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:11.754Z] [DEBUG] Player moved SYSTEM: [-1411796,1917394] -> [-1411796,1922394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:11.755Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:11.771Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:11.772Z] [DEBUG] Player moved SYSTEM: [-1411796,1922394] -> [-1411796,1927394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:11.772Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:11.788Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:11.788Z] [DEBUG] Player moved SYSTEM: [-1411796,1927394] -> [-1411796,1932394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:11.788Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:11.804Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:11.805Z] [DEBUG] Player moved SYSTEM: [-1411796,1932394] -> [-1411796,1937394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:11.805Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:11.822Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:11.822Z] [DEBUG] Player moved SYSTEM: [-1411796,1937394] -> [-1411796,1942394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:11.822Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:11.838Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:11.838Z] [DEBUG] Player moved SYSTEM: [-1411796,1942394] -> [-1411796,1947394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:11.838Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:11.854Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:11.855Z] [DEBUG] Player moved SYSTEM: [-1411796,1947394] -> [-1411796,1952394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:11.855Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:11.856Z] [DEBUG] [ScreenBuffer.renderDiff] Completed: 2 cells drawn in 0.00 ms logger.ts:58:15
[2025-04-06T03:08:11.870Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:11.871Z] [DEBUG] Player moved SYSTEM: [-1411796,1952394] -> [-1411796,1957394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:11.871Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:11.888Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:11.888Z] [DEBUG] Player moved SYSTEM: [-1411796,1957394] -> [-1411796,1962394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:11.888Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:11.905Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:11.906Z] [DEBUG] Player moved SYSTEM: [-1411796,1962394] -> [-1411796,1967394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:11.906Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:11.921Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:11.921Z] [DEBUG] Player moved SYSTEM: [-1411796,1967394] -> [-1411796,1972394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:11.921Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:11.938Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:11.939Z] [DEBUG] Player moved SYSTEM: [-1411796,1972394] -> [-1411796,1977394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:11.939Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:11.955Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:11.955Z] [DEBUG] Player moved SYSTEM: [-1411796,1977394] -> [-1411796,1982394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:11.955Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:11.972Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:11.972Z] [DEBUG] Player moved SYSTEM: [-1411796,1982394] -> [-1411796,1987394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:11.972Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:11.987Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:11.988Z] [DEBUG] Player moved SYSTEM: [-1411796,1987394] -> [-1411796,1992394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:11.988Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:12.004Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:12.005Z] [DEBUG] Player moved SYSTEM: [-1411796,1992394] -> [-1411796,1997394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:12.005Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:12.022Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:12.022Z] [DEBUG] Player moved SYSTEM: [-1411796,1997394] -> [-1411796,2002394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:12.022Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:12.038Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:12.038Z] [DEBUG] Player moved SYSTEM: [-1411796,2002394] -> [-1411796,2007394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:12.038Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:12.054Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:12.055Z] [DEBUG] Player moved SYSTEM: [-1411796,2007394] -> [-1411796,2012394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:12.055Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:12.070Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:12.071Z] [DEBUG] Player moved SYSTEM: [-1411796,2012394] -> [-1411796,2017394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:12.071Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:12.088Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:12.088Z] [DEBUG] Player moved SYSTEM: [-1411796,2017394] -> [-1411796,2022394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:12.088Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:12.105Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:12.105Z] [DEBUG] Player moved SYSTEM: [-1411796,2022394] -> [-1411796,2027394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:12.106Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:12.121Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:12.121Z] [DEBUG] Player moved SYSTEM: [-1411796,2027394] -> [-1411796,2032394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:12.121Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:12.137Z] [DEBUG] --- Raw KeyDown Received: key='ArrowDown' code='ArrowDown' --- logger.ts:58:15
[2025-04-06T03:08:12.137Z] [DEBUG] --- iSlistening passed... logger.ts:58:15
[2025-04-06T03:08:12.137Z] [DEBUG] >>> KeyDown 'ArrowDown' repeat ignored. logger.ts:58:15
[2025-04-06T03:08:12.139Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:12.140Z] [DEBUG] Player moved SYSTEM: [-1411796,2032394] -> [-1411796,2037394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:12.140Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:12.154Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:12.155Z] [DEBUG] Player moved SYSTEM: [-1411796,2037394] -> [-1411796,2042394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:12.155Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:12.172Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:12.172Z] [DEBUG] Player moved SYSTEM: [-1411796,2042394] -> [-1411796,2047394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:12.172Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:12.182Z] [DEBUG] --- Raw KeyDown Received: key='ArrowDown' code='ArrowDown' --- logger.ts:58:15
[2025-04-06T03:08:12.182Z] [DEBUG] --- iSlistening passed... logger.ts:58:15
[2025-04-06T03:08:12.182Z] [DEBUG] >>> KeyDown 'ArrowDown' repeat ignored. logger.ts:58:15
[2025-04-06T03:08:12.187Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:12.187Z] [DEBUG] Player moved SYSTEM: [-1411796,2047394] -> [-1411796,2052394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:12.188Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:12.204Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:12.204Z] [DEBUG] Player moved SYSTEM: [-1411796,2052394] -> [-1411796,2057394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:12.205Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:12.222Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:12.222Z] [DEBUG] Player moved SYSTEM: [-1411796,2057394] -> [-1411796,2062394] (Delta: 0,5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:12.222Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:12.230Z] [DEBUG] [InputManager] Keyup: ArrowDown (Shift: false, Ctrl: false) logger.ts:58:15
[2025-04-06T03:08:12.230Z] [DEBUG] [InputManager] Action deactivated: MOVE_DOWN logger.ts:58:15
[2025-04-06T03:08:12.238Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:12.238Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:12.254Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:12.255Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:12.271Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:12.271Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:12.288Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:12.289Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:12.305Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:12.305Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:12.321Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:12.321Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:12.338Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:12.339Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:12.354Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:12.354Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:12.358Z] [DEBUG] --- Raw KeyDown Received: key='ArrowUp' code='ArrowUp' --- logger.ts:58:15
[2025-04-06T03:08:12.359Z] [DEBUG] --- iSlistening passed... logger.ts:58:15
[2025-04-06T03:08:12.359Z] [DEBUG] [InputManager] Keydown registered: ArrowUp (Shift: false, Ctrl: false) logger.ts:58:15
[2025-04-06T03:08:12.359Z] [DEBUG] >>> KeyDown Mapped Action for 'arrowup': MOVE_UP logger.ts:58:15
[2025-04-06T03:08:12.359Z] [DEBUG] >>> KeyDown Activating Action: MOVE_UP logger.ts:58:15
[2025-04-06T03:08:12.359Z] [DEBUG] >>> KeyDown: Added 'MOVE_UP' to justPressedActions. Current justPressed: [MOVE_UP] logger.ts:58:15
[2025-04-06T03:08:12.359Z] [DEBUG] >>> KeyDown: Prevented default for mapped key 'ArrowUp' logger.ts:58:15
[2025-04-06T03:08:12.372Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [MOVE_UP] logger.ts:61:15
[2025-04-06T03:08:12.372Z] [DEBUG] Player moved SYSTEM: [-1411796,2062394] -> [-1411796,2057394] (Delta: 0,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:12.372Z] [DEBUG] Player direction changed: v -> ^ logger.ts:58:15
[2025-04-06T03:08:12.372Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:12.373Z] [DEBUG] [ScreenBuffer.renderDiff] Completed: 1 cells drawn in 0.00 ms logger.ts:58:15
[2025-04-06T03:08:12.388Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:12.388Z] [DEBUG] Player moved SYSTEM: [-1411796,2057394] -> [-1411796,2052394] (Delta: 0,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:12.388Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:12.405Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:12.405Z] [DEBUG] Player moved SYSTEM: [-1411796,2052394] -> [-1411796,2047394] (Delta: 0,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:12.405Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:12.421Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:12.422Z] [DEBUG] Player moved SYSTEM: [-1411796,2047394] -> [-1411796,2042394] (Delta: 0,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:12.422Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:12.437Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:12.438Z] [DEBUG] Player moved SYSTEM: [-1411796,2042394] -> [-1411796,2037394] (Delta: 0,-5000, Scale: 5000) logger.ts:58:15
